==== DQN Training Boxes Positions ====

==== Episode 1 START ====
    Step 14 | Box 7 placed at (6, 0, 2) rot=0, size=(3, 2, 4)
    Step 17 | Box 17 placed at (0, 8, 9) rot=3, size=(9, 2, 1)
    Step 19 | Box 29 placed at (7, 0, 6) rot=5, size=(3, 3, 2)
    Step 39 | Box 38 placed at (1, 0, 2) rot=3, size=(1, 2, 4)
    Step 47 | Box 45 placed at (5, 2, 2) rot=1, size=(1, 1, 3)
    Step 48 | Box 34 placed at (5, 2, 5) rot=1, size=(1, 1, 2)
    Step 49 | Box 44 placed at (5, 2, 7) rot=1, size=(1, 1, 2)
==== Episode 16 END ====
==== Episode 17 START ====
    Step 0 | Box 3 placed at (5, 4, 0) rot=2, size=(5, 6, 3)
    Step 1 | Box 11 placed at (0, 4, 0) rot=0, size=(4, 4, 4)
    Step 2 | Box 14 placed at (1, 6, 4) rot=1, size=(4, 3, 5)
    Step 3 | Box 34 placed at (2, 0, 4) rot=2, size=(3, 6, 3)
    Step 4 | Box 0 placed at (5, 0, 3) rot=5, size=(4, 10, 1)
    Step 5 | Box 4 placed at (1, 3, 7) rot=2, size=(9, 2, 2)
